symbol;name;issue_date;EPS;QuoteLast;Price200DayAverage;Price52WeekPercChange;PriceToBook;MarketCap;PE;DividendRecentQuarter;DividendNextQuarter;DPSRecentYear;IAD;DividendPerShare;DividendYield;Dividend;BookValuePerShareYear;CashPerShareYear;CurrentRatioYear;LTDebtToAssetsYear;LTDebtToAssetsQuarter;TotalDebtToAssetsYear;TotalDebtToAssetsQuarter;LTDebtToEquityYear;LTDebtToEquityQuarter;TotalDebtToEquityYear;TotalDebtToEquityQuarter;AINTCOV;ReturnOnInvestmentTTM;ReturnOnInvestment5Years;ReturnOnInvestmentYear;ReturnOnAssetsTTM;ReturnOnAssets5Years;ReturnOnAssetsYear;ReturnOnEquityTTM;ReturnOnEquity5Years;ReturnOnEquityYear;Beta;Float;InstitutionalPercentHeld;GrossMargin;EBITDMargin;OperatingMargin;NetProfitMarginPercent;NetIncomeGrowthRate5Years;RevenueGrowthRate5Years;RevenueGrowthRate10Years;EPSGrowthRate5Years;EPSGrowthRate10Years;Volume;AverageVolume;LGD
KNHN;KOON HLDGS CDI DEF;28/02/2013;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.088814
IDMNA;IDM INT DEF X OPT;31/12/2018;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.084851
DLX;DuluxGroup Limited;31/03/2013;0.34;6.04;6.32;9.08;6.38;2350000000;18.02;0.12;0.12;0.24;0.24;0.24;3.99;81.12;0.94;0.1;1.62;32.5;32.5;33.58;33.58;106.4;106.4;109.93;109.93;10.48;15.23;14.62;15.23;10.96;10.15;10.96;36.45;39.77;36.45;0.6;379.15;0;59.46;13.54;11.7;7.51;6.94;10.08;0;5.47;0;1250000;970383;0.089447
STO;Santos Ltd;28/02/2018;3.09;4.01;4.22;35.14;0.72;8150000000;0;0;0.05;0.18;0.18;0.05;4.52;212.9;5.54;0.63;2.29;32.89;34.59;33.85;35.86;70.68;81.6;72.74;84.58;0;19.84;1.35;12.78;18.59;1.24;11.84;44.47;2.44;26.8;1.7;1806.52;0;13.32;38.45;180.18;129.83;0;2.86;3.16;0;0;7630000;9900000;0.085242
ADN;Andromeda Metals Ltd;30/04/2015;0.01;0.01;0.02;62.5;0.48;5270000;0;0;0;0;0;0;0;0;0.03;0;2.06;0;0;0;0;0;0;0;0;0;33.57;24.76;33.57;32.72;24.12;32.72;35.6;25.29;35.6;3.27;253.41;0;0;9830.55;25702.78;25503.75;0;49.43;23.54;0;0;0;211336;0.087838
GCS;Global Construction Services Limited;30/11/2011;0.38;0.58;0.44;34.94;0.8;116160000;0;0.01;0.02;0;0.01;0.01;1.75;0;0.72;0.1;1.77;11.01;11.01;17.14;17.14;15.47;15.47;24.08;24.08;13.57;34.87;1.83;34.87;29.99;1.49;29.99;42.28;2.44;42.28;0.54;146.96;0;68.17;15;47.73;41.51;0;4.99;31.82;0;0;103034;81661;0.091364
VIG;Victor Group Holdings Ltd;31/01/2013;0;0.1;0.1;16.67;5.65;1960000;2000;0;0;0;0;0;0;0;0.02;0;4.42;0;0;0;0;0;0;0;0;0;0.3;0;0.3;0.28;0;0.28;0.3;0;0.3;0;0;0;38.97;9.36;6.21;0.59;0;0;0;0;0;0;1000;0.08994
TKL;Traka Resources Ltd;31/07/2013;0.01;0.02;0.02;66.67;14.19;6160000;0;0;0;0;0;0;0;0;0;0;9.9;0;0;0;0;0;0;0;0;0;514.97;223.06;514.97;436.5;159.41;436.5;521.84;223.58;521.84;1.37;192.95;0;0;8290.33;8336.77;8336.77;0;24.51;0;0;0;1270000;137220;0.090175
WAGDA;WAGLIMITED DEF SET;31/08/2016;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.087922
AHJ;Air Change International Limited;30/06/2012;0.04;0;0;0;0;0;0;0;0;0;0;0;0;0;0.54;0.05;2.23;0;0;0;0;0;0;0;0;33.64;6.99;5;6.99;5.48;3.85;5.48;7.13;5.13;7.13;0;8.92;0;53.06;1;4.34;4.57;0;41.86;56.06;0;0;0;0;0.091436
IVQ;Invitrocue Ltd;30/09/2015;0.07;0.09;0.08;0;36.31;8880000;0;0;0;0;0;0;0;0;0;0;3.98;20.61;20.61;21.05;21.05;38.6;38.6;39.43;39.43;0;2636.74;0;0;1781.22;0;0;4055.82;0;0;0;42.15;0;36.08;1612.08;21405.9;21420.66;0;0;0;0;0;0;1538;0.089044
KGD;Kula Gold Ltd;30/11/2010;0.11;0.03;0.03;100;0.2;8680000;0;0;0;0;0;0;0;0;0.13;0;7.34;0;0;0;0;0;0;0;0;0;63.71;22.26;49.04;63.44;21.82;48.79;64.03;22.34;49.28;1.48;256.76;0;0;2214.29;156509.5;156400;0;38.33;0;0;0;0;79573;0.09376
KMC;Kalgoorlie Mining Co Ltd;31/12/2013;0.06;0;0.01;14.29;0.8;0;0;0;0;0;0;0;0;0;0.01;0;2.62;0;0;4.56;4.71;0;0;6.03;6.78;31.37;119.05;95.83;148.81;81.48;85.68;134.26;147.52;100.99;160.77;3.68;282.47;0;20.05;90.65;141.48;141.48;0;40.51;51.02;0;0;0;394116;0.091356
EOR;"Enhanced Oil &amp; Gas Recovery Ltd";31/07/2013;0;0.01;0.01;0;0;2870000;0;0;0;0;0;0;0;0;0;0;0.22;0;0;9.83;9.83;0;0;0;0;555.29;0;679.69;0;387.31;155.85;387.31;0;679.69;0;0.78;212.41;0;0;66701.83;67917.68;68038.41;0;32.96;54.8;0;0;2190000;334776;0.091485
SVA;Simavita Ltd - GDR;31/08/2010;0;0.05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12685;0.094236
MSTNA;METALSTORM DEF;31/01/2019;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.086615
ATE;Atherton Resources Ltd;31/12/2011;0;0;0.16;73.91;1.57;0;0;0;0;0;0;0;0;0;0.13;0.01;0.25;0;0;19.41;19.41;0;0;26.15;26.15;0.74;0.62;31.95;0.62;0.52;29.7;0.52;0.64;32.01;0.64;1.52;112.34;0;0;1107.53;523.66;183.87;0;10.17;0;0;0;0;2696;0.093646
GTK;Gentrack Group Ltd;31/08/2010;0;3.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8458;10981;0.094729
PXUPA;PaperlinX SPS Trust;30/09/2018;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.08802
APW;Aims Property Securities Fund;30/09/2014;0.22;1.56;1.23;3.08;0.65;726480000;7.19;0.03;0;0.05;0;0.05;0;1.99;1.94;0.02;2.91;0;0;0;0;0;0;0;0;0;11.16;7.12;17.19;11.06;6.08;17.11;11.16;7.12;17.19;0.72;27.97;0;96.17;91.74;91.74;91.74;0;0;0;0;0;11334;36019;0.091548
WLF;Wolf Minerals Limited;31/07/2018;0.07;0.08;0.11;49.7;0.47;90070000;0;0;0;0;0;0;0;0;0.18;0.03;0.75;24.76;24.76;32.18;32.18;44.64;44.64;58.03;58.03;2.92;20.25;11.34;20.25;17.96;9.95;17.96;29.26;14.06;29.26;1.37;758.72;0;483.86;411.84;616.39;736.31;0;143.71;0;0;0;16000;21416;0.088265
IIL;Innate Immunotherapeutics Ltd;30/09/2015;0.03;1.77;0.55;861.83;84.96;393110000;0;0;0;0;0;0;0;0;0.02;0.02;4.73;0;0;0;0;0;0;0;0;0;118.85;0;111.47;103.79;0;95.49;118.85;0;111.47;0;135.22;0;0;235.7;238.3;236.43;0;0;0;0;0;1110000;451849;0.09099
MMZN;MOOTER DEF;31/03/2015;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.091008
NSX;Nsx Ltd;28/02/2019;0.01;0.24;0.22;20;5.84;35500000;0;0;0;0;0;0;0;0;0.03;0.05;7.91;0;0;0;0;0;0;0;0;0;49.29;124.69;49.29;27.76;50.85;27.76;37.23;107.95;37.23;0.59;2.27;0;89.56;54.14;76.28;76.28;0;4.55;0;0;0;30000;7709;0.08758
AHZ;Admedus Ltd;30/09/2012;0.13;0.37;0.35;42.75;3.55;93000000;0;0;0;0;0;0;0;0;0.11;0.04;4.53;0;0;0;0;0;0;0;0;0;86.8;63.49;86.8;73.87;55.58;73.87;84.3;60.29;84.3;1.09;239.67;0;36.2;162.5;177.59;177.59;0;15.88;56.07;0;0;261472;249295;0.093933
BSN;Bisan Ltd;31/12/2010;0;0.03;0;0;0;1360000;0;0;0;0;0;0;0;0;0;0;0.41;0;0;0;0;0;0;0;0;0;99.06;91.47;99.06;49.82;67.85;49.82;99.06;91.47;99.06;0;18.72;0;0;2459.7;2683.25;2683.25;0;24.52;12.56;0;0;0;0;0.095998
AJA;Astro Japan Property Group;31/07/2015;2.18;6.3;6.8;22.81;0.76;382110000;2.89;0.18;0.21;0.36;0.39;0.36;6.19;20.62;8.3;0.82;6.82;0;0;0;0;0;0;0;0;0;29.46;10.38;29.46;28.73;8.22;28.73;29.48;16.04;29.48;0.32;51.9;0;0;84.32;84.28;737.56;0;30.69;10.08;0;3.05;36826;28069;0.091735
MEG;MCM Entertainment Group Limited;30/11/2017;0.01;0;0.06;9.09;0.9;0;0;0;0;0;0;0;0;0;0.06;0;1.08;0;0;6.34;6.34;0;0;14.52;14.52;2.57;16.97;5.19;16.97;7.05;2.52;7.05;18.74;5.66;18.74;1.45;15.52;0;57.93;3.47;1.44;2.33;0;14.76;0;0;0;0;6850;0.090533
LRL;Leyshon Resources Limited;30/06/2016;0;0.01;0;0;0;2850000;0;0;0;0;0;0;0;0;0;0;8.93;0;0;0;0;0;0;0;0;0;94.61;0;96.58;85.09;0;86.18;94.61;0;96.58;0;182.2;0;0;35738.8;72929.85;68858.21;0;0;0;0;0;0;0;0.091458
DTE;Dart Energy Ltd;28/02/2011;0.07;0;0.14;13.04;0.83;0;0;0;0;0;0;0;0;0;0.16;0.02;4.6;0.02;0.02;0.03;0.03;0.02;0.02;0.03;0.03;0;32.18;27.17;32.18;28.88;24.84;28.88;38.05;29.41;38.05;1.58;371.16;0;0;1652.94;6040.25;5851.08;0;24.44;0;0;0;0;2230000;0.096241
SRR;Shaw River Manganese Ltd;30/06/2012;0;0.01;0.01;10;9.29;8140000;0;0;0;0;0;0;0;0;0;0;0.77;48.92;48.92;48.92;48.92;871.04;871.04;871.04;871.04;3.21;29.34;46.03;29.34;22.68;37.51;22.68;167.22;68.16;167.22;3.03;264.87;0;0;206.16;220.78;238;0;103.45;0;0;0;0;0;0.095462
CLO;Clough Limited;28/02/2015;0.09;0;0;0;2.45;0;0;0;0;0;0;0;0;20.15;0.59;0.57;2.68;0;0;0;0;0;0;0;0;0;17.66;13.91;17.66;12.4;8.79;12.4;18.22;15.75;18.22;0;293.78;0;60.95;3.1;15.68;11.83;8.05;8.18;4.39;4.5;0;0;727440;0.093141
CUE;Cue Energy Resources Limited;31/07/2018;0.12;0.08;0.08;74;1.41;58640000;0;0;0;0;0;0;0;0;0.06;0.03;2.26;0;0;0;0;0;0;0;0;150.07;80.67;6.22;80.67;70.54;5.54;70.54;95.8;7.35;95.8;0.29;317.14;0;32.65;14.23;175.28;185.85;0;2.86;16.63;0;0;211008;134846;0.090545
PHA;Public Holdings (Australia) Limited;31/01/2012;0.01;0.06;0.06;20;10.89;2220000;0;0;0;0;0;0;0;0;0.01;0.01;16.98;0;0;0;0;0;0;0;0;0;99.19;13.2;162.84;95.12;12.88;151.93;99.19;13.49;162.84;0;2.56;0;0;2520.95;2520.95;2521.02;0;53.8;40.73;0;0;0;0;0.096097
EAI;Ellerston Asian Investments Ltd;31/10/2015;0;0.86;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100000;72994;0.094255
PRT;Prime Media Group Limited;31/01/2015;0.26;0.31;0.3;37.11;1.8;115390000;0;0.02;0.02;0.04;0.04;0.04;12.13;18.32;0.17;0.02;1.73;42.67;42.67;42.9;42.9;117.95;117.95;118.6;118.6;9.37;46.92;2.79;46.92;39.28;2.35;39.28;79.27;4.97;79.27;0.55;302.15;0;45.06;22.85;34.04;39.18;0;1.46;2.1;0;0;160490;387243;0.095142
SUN;Suncorp Group Ltd;30/06/2016;0.8;13.03;12.71;12.12;1.23;16810000000;16.32;0.38;0.38;0.68;0.68;0.68;5.25;1025;10.54;1.4;0;12.73;62.25;62.25;62.25;89.85;439.53;439.53;439.53;1.87;0;0;0;1.09;0.87;1.09;7.68;5.96;7.68;0.91;1288.32;0;0;22.18;21.01;6.75;18.04;4.04;18.29;17.54;6.25;4580000;2690000;0.095309
EOC;Endocoal Limited.;31/07/2016;0.02;0.38;0.34;44.23;1.75;70100000;0;0;0;0;0;0;0;0;0.21;0.03;2.27;0;0;0;2.55;0;0;0;2.68;30.67;11.01;0;11.44;10.08;0;10.5;11.01;0;11.37;0;66.9;0;0;1184.7;1257.86;1257.87;0;0;0;0;0;0;7150;0.095353
CXU;Cauldron Energy Ltd;28/02/2011;0.01;0.07;0.06;14.12;1.61;23050000;0;0;0;0;0;0;0;0;0.05;0.01;7.61;0;0;0;0;0;0;0;0;0;32.39;47.71;32.39;28.74;33.23;28.74;32.39;52.74;32.39;1.04;122.26;0;0;46288.21;70625.34;53906.91;0;55.44;23.53;0;0;18000;34585;0.100485
PGR;PAS Group Ltd;31/05/2014;0.08;0.74;0.68;0.72;0.76;100470000;8.87;0.03;0.03;0.05;0.05;0.05;7.43;7.79;0.92;0.06;2.16;0;0;1.12;1.12;0;0;1.5;1.5;18.61;8.43;7.37;8.43;7.02;5.6;7.02;9.02;9.94;9.02;0;100.3;0;54.86;8.87;6.36;4.2;0;1.78;0;0;0;54198;48894;0.098113
PGF;PM Capital Global Opportunities Fund Ltd;31/10/2013;0.13;0.99;0.89;4.3;1;343460000;0;0.02;0.02;0.03;0.03;0.03;3.09;4.65;0.97;0;5.75;0;0;14.52;14.52;0;0;17.46;17.46;0;12.7;0;12.7;10.73;0;10.73;12.93;0;12.93;0;316.82;0;0;0;0;0;0;0;0;0;0;251833;311377;0.099214
BAO;Brookfield Australian Opportunities Fund;31/05/2012;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;91.05;19.14;19.14;19.14;19.14;37.34;37.34;37.34;37.34;0.02;2.97;15.87;2.97;2.1;11.13;2.1;0.82;20.26;0.82;0;768.21;0;94.08;0.5;32.23;32.23;51.62;19.91;0;63.49;0;0;104333;0.100275
CKE;Coke Resources Ltd;31/05/2015;0;0.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4.59;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.097547
EPW;ERM Power Ltd;31/12/2017;0.15;1.32;1.16;2.58;0.66;331550000;9;0.06;0.06;0.12;0.12;0.12;9.09;27.89;2;0.28;1.68;14.88;14.88;17.88;17.88;37.94;39.1;45.59;46.99;0;5.12;5.37;5.02;3.31;3.4;3.31;9.05;10.89;8.73;0.57;190.2;0;0;2.67;2.99;1.3;17.23;38.12;0;5.26;0;1420000;350724;0.095737
ENE;Energy Developments Limited;31/03/2016;0.33;0;7.15;44.57;3.68;0;0;0.28;0.2;0.48;0;0.48;0;81.96;2.17;0.23;1.45;48.08;48.08;49.67;49.67;135.46;135.46;139.92;139.92;3.04;6.01;3.37;6.01;5.46;3.04;5.46;15.12;8.85;15.12;0.13;51.47;0;38.29;49.43;18.7;12.96;28.29;11.65;12.22;25.88;8.4;0;150294;0.0968
AJDCA;Asia Pacific Data Centre Group;30/09/2014;0;0;1.07;3.67;105;0;0;0.04;0.02;0;0.06;0;6;1.58;0.01;0.05;0.47;0.6;17.65;0.6;17.65;66.96;2275.65;66.96;2275.65;0;0;0;0;0;0;0;0;0;0;0;81.21;0;0;0;0;0;0;0;0;0;0;0;0;0.098812
IDO;Indo Mines Limited;31/12/2018;0.01;0.01;0.01;62.5;0.26;6990000;0;0;0;0;0;0;0;0;0.05;0.01;0.93;28.31;28.31;28.31;28.31;20.17;20.17;20.17;20.17;24.26;13.76;35.5;13.76;23.47;42.75;23.47;13.37;33.21;13.37;2.32;158.76;0;0;0;0;0;0;0;0;0;0;0;44582;0.095096
ENA;Ensurance Ltd;30/09/2014;0.03;0.19;0.19;2.63;13.23;5540000;0;0;0;0;0;0;0;0;0.01;0.01;0.79;0;0;2.23;2.23;0;0;16.32;16.32;137.63;100.75;67.54;100.75;27.76;32.56;27.76;103.31;68.14;103.31;1.16;18.61;0;0;67.97;82.77;58.6;0;0;0;0;0;0;3514;0.09894
STZDA;STRZELECKI DEF SET;30/11/2017;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.096193
LRC;Laguna Resources NL;31/07/2012;0.16;3.54;2.72;57.33;4.52;35020000;0;0;0;0;0;0;0;0;0.78;0.18;4.98;0;0;0;44.99;0;0;0;99.54;7.93;20.94;0;20.5;13.15;0;18.85;20.94;0;20.5;1.95;0.17;0;0;4230.92;4243.86;4176.79;0;0;28.99;0;0;0;0;0.100996
AGS;Alliance Resources Limited;30/06/2013;0.47;0.08;0.09;26.79;0.35;8550000;0.17;0;0;0;0;0;0;0;0.24;0.24;178.53;0;0;0;0;0;0;0;0;0;193.83;9.48;193.83;182.19;8.72;182.19;194.53;9.5;194.53;1.36;52.44;0;0;148.64;6884.52;6884.52;0;19.43;0;0;0;156831;54202;0.100093
SPI;Spitfire Materials Ltd;30/09/2012;0.08;0.08;0.05;7.14;4.14;8410000;0;0;0;0;0;0;0;0;0.02;0.02;11.76;0;0;0;0;0;0;0;0;0;182.91;70.81;182.91;172.72;68.37;172.72;182.91;70.81;182.91;0.33;69.49;0;0;4102.22;9540;9540;0;29.59;0;0;0;132213;32687;0.101111
AYM;Australia United Mining Ltd;31/12/2013;0.01;0;0;50;0.13;2180000;0;0;0;0;0;0;0;0;0.02;0;0.19;0;0;0;0;0;0;0;0;42.6;20.97;17.28;20.97;20.29;14.49;20.29;21.17;18.46;21.17;0;90.84;0;0;2151.03;8114.26;8165.63;0;56.23;0;0;0;0;0;0.10066
XF1;Xref Ltd;30/04/2016;0.02;0.45;0.55;0;22.64;24060000;0;0;0;0;0;0;0;0;0.02;0.03;3.58;0;0;0;0;0;0;0;0;0;0;0;41.12;0;0;30.98;0;0;53.44;2.02;31.36;0;0;205.14;99.8;63.57;0;0;0;0;0;1745;81494;0.098244
SRH;Saferoads Holdings Limited;31/07/2014;0;0.1;0.13;25;0.58;3640000;0;0;0;0;0;0;0;0;0.18;0.02;1.92;18.06;18.06;23.27;23.27;34.44;34.44;44.37;44.37;1.61;1.27;20.86;1.27;0.93;13.88;0.93;1.73;30.33;1.73;1.12;12.33;0;36.55;4.46;0.97;0.71;0;18.66;4.82;0;0;8000;7432;0.10033
MEICA;Meteoric Resources NL;31/01/2010;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.104158
MNB;Minbos Resources Ltd;30/04/2017;0;0.01;0.01;250;0.88;17210000;0;0;0;0;0;0;0;0;0.01;0;13.7;0;0;0;0;0;0;0;0;9.85;8.68;24.41;8.68;8.57;23.48;8.57;10.93;32.38;10.93;1.11;790.95;0;0;14643.47;15102.41;16607.03;0;38.8;0;0;0;62500;417290;0.097497
MMJ;MMJ Phytotech Ltd;31/08/2012;0.11;0.2;0.23;32.73;1.64;33270000;0;0;0;0;0;0;0;0;0.11;0.02;1.76;1.73;1.73;2.13;2.13;2.18;2.18;2.69;2.69;78.92;0;0;123.38;0;0;109.54;0;0;134.59;0;82.61;0;13.36;2003.77;5033.9;5033.9;0;0;0;0;0;7000000;481943;0.102389
ARX;Arc Exploration Limited;31/12/2013;0.39;0.53;0.54;6;0.21;2230000;0;0;0;0;0;0;0;0;2.48;0.28;2.22;0;0;0;0;0;0;0;0;0;14.39;22.22;19.65;14;20.31;18.65;14.76;23.1;20.14;2.92;3.78;0;0;72.53;158.34;153;0;128.74;5.15;0;0;0;1595;0.102331
ELTN;ELEMENTOS DEF;30/04/2017;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.098857
OCC;Orthocell Ltd;31/12/2015;0.04;0.47;0.4;16.67;8.9;35270000;0;0;0;0;0;0;0;0;0.05;0.06;3.66;0;0;0;0;0;0;0;0;0;69.91;0;69.91;55.46;0;55.46;81.67;0;81.67;0;44.28;0;58.09;437.37;445.8;318.8;0;0;0;0;0;23072;144866;0.100846
LDW;Ludowici Pty Ltd;31/10/2016;0.38;10.85;7.41;161.45;3.08;318860000;28.67;0.11;0;0.21;0;0.21;0;5.15;3.52;0.54;2.12;26.47;26.47;30.48;30.48;57.91;57.91;66.68;66.68;4.42;7.22;4.58;7.22;4.9;3.05;4.9;11.2;6.88;11.2;1.76;20.29;0;34.11;12.17;8.9;4.85;6.42;10.32;9.89;3.04;0.12;0;0;0.099896
AAC;Australian Agricultural Company Ltd;31/01/2019;0.11;1.6;1.73;21.84;0.96;893940000;14.12;0;0;0;0;0;0;0;1.66;0.03;6.25;26.4;27.18;26.71;27.43;41.21;43.43;41.68;43.82;8.86;4.91;0;5.45;4.71;0;5.22;7.54;0;8.23;0.91;362.48;0;6.44;31.29;25.71;14.79;0;0;0;0;0;796396;831957;0.097302
JALNA;JAMESON DEF;31/07/2013;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.103153
PRO;Prophecy International Holdings Limited;31/08/2015;0.04;0.98;1.04;49.87;3.46;62730000;25.66;0.02;0.02;0.04;0.04;0.04;4.19;2.69;0.28;0.03;0.93;0;0;14.3;14.3;0;0;19.15;19.15;5728.58;17.87;18.16;17.87;13.31;13.96;13.31;18.3;18.56;18.3;0.75;29.9;0;0;31.09;23.43;16.47;0;24.69;15.92;0;0;50457;33538;0.101965
TWD;Tamawood Limited;31/05/2018;0.31;3.65;3.4;20.07;9.18;93320000;11.59;0.15;0.15;0.25;0.25;0.25;6.85;6.39;0.4;0.1;2.56;0;0;0;0;0;0;0;0;0;62.6;46.64;62.6;38.17;27.63;38.17;86.21;57.41;86.21;0.49;9.51;0;22.38;10.68;11.26;8.01;3.62;2.35;3.03;12.63;7.31;0;4009;0.099503
RXL;Rox Resources Limited;31/03/2013;0;0.01;0.02;50;4.51;18540000;0;0;0;0;0;0;0;0;0;0;3.18;0;0;0;0;0;0;0;0;0;59.61;142.22;59.61;44.3;107.51;44.3;59.61;142.22;59.61;1.6;1048.38;0;0;18568.12;18696.92;18696.92;0;32.72;17.31;0;0;1030000;652917;0.104808
FEL;Fe Limited;31/05/2010;0;0.03;0.04;27.03;0;6940000;0;0;0;0;0;0;0;0;0;0;0.97;0;0;0;0;0;0;0;0;0;777.06;0;777.06;92.07;0;92.07;777.06;0;777.06;2.29;40.03;0;0;11706.9;18707.16;17380.9;0;0;0;0;0;0;211451;0.107847
VELPA;Vealls Limited;30/04/2010;0.6;3;0;0;0;107260000;5.03;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.109991
PTX;Prescient Therapeutics Ltd;31/12/2014;0.02;0.09;0.1;16.08;1.34;18380000;0;0;0;0;0;0;0;0;0.07;0.05;12.73;0;0;0;0;0;0;0;0;248.17;20.09;41.81;20.09;18.73;32.92;18.73;20.09;41.81;20.09;0;160.72;0;0;16312.7;16312.7;16378.62;0;58.33;30.04;0;0;120000;404395;0.106061
LLC;Lendlease Group;31/08/2014;1.2;13.7;13.5;4.93;1.34;7990000000;11.37;0.3;0.3;0.6;0.6;0.6;4.41;293.2;10.15;1.89;0.66;10.98;10.98;11.43;11.43;36.36;36.36;37.85;37.85;0;7.34;8.21;7.34;3.72;4.14;3.72;12.96;13.99;12.96;1.32;578.84;0;11.27;4.29;5.44;4.63;7.22;11.07;2.21;6.68;0.99;1710000;1400000;0.106074
SNV;SINOVUS MINING LTD.;30/09/2012;0;0;0;50;0.48;643920;0;0;0;0;0;0;0;0;0;0;0.05;0;0;0;0;0;0;0;0;2246.83;10.64;54.93;32.25;7.68;38.49;26.91;10.64;52.64;32.25;1.82;166.86;0;0;882.08;890.22;402.91;0;73.47;0;0;0;0;0;0.108177
AYF;Australian Enhanced Income Fund;31/05/2016;0.12;6.02;5.86;4.88;1.04;19410000;51.63;0.19;0.09;0.39;0.36;0.39;6.02;1.19;5.8;5.56;42.66;0;0;0;0;0;0;0;0;2.18;1.88;3.78;1.88;1.83;3.69;1.83;1.88;3.78;1.88;0.18;2.58;0;83.01;75.95;41.18;41.18;31.77;13.08;0;30.75;0;0;1183;0.105266
BPF;Bulletproof Group Ltd;31/08/2018;0.01;0.25;0.32;49;1.93;40790000;20.97;0;0;0;0;0;0;0;0.13;0.03;0.97;4.14;4.14;7.62;7.62;7.78;7.78;14.33;14.33;0;10.6;19.12;10.6;5.69;9.35;5.69;12.81;35.28;12.81;3.66;76.29;0;56.74;8.87;2.08;3.72;0;0;0;0;0;10300;316748;0.104003
BKM;BKM Management Limited;31/03/2012;0;0;0;0;23.21;1520000;0;0;0;0;0;0;0;0;0;0;0.48;0;0;11.14;11.14;0;0;144.9;144.9;33.41;326.85;845.92;326.85;35.88;42.97;35.88;500.35;0;500.35;2.68;355.13;0;0;24.7;24.7;25.44;0;6.01;6.21;0;0;0;102471;0.110713
AQA;Aquila Resources Pty Ltd;30/04/2011;0.22;0;0;0;1.68;0;0;0;0;0;0;0;0;0;2;1.44;7.12;1.12;1.21;1.13;1.22;1.37;1.36;1.38;1.37;0;10.29;11.77;43.93;10.06;10.65;40.11;11.52;12.43;47.51;0;40.9;0;0;0;0;0;26.69;0;0;17.19;0;0;99364;0.11218
POP;Primary Opinion Ltd;30/06/2012;0.01;0.02;0.04;41.18;3.67;15780000;0;0;0;0;0;0;0;0;0.01;0.01;3.63;0;0;0;0;0;0;0;0;3.48;76.62;103.82;76.62;49.91;84.12;49.91;76.62;103.92;76.62;1.4;664.55;0;0;3468.94;3508.9;4516.26;0;71.17;48.8;0;0;915000;304303;0.111739
